교과목명,주담당교수
예방의학 및 실험,홍윤철
의공학,김희찬
이식면역학최신지견,김익상
법과 의료정책특강,이숭덕
의료관리학특론,이진석
기초약리학세미나 1,신현우
식품매개성연충과 감염증,채종일
핵의학 및 실습,김상은
소아병리학,박성혜
임상약리학,신현우
종양바이러스학,석승혁
질식사론,유성호
의학사특론,황상익
해부학특강(몸통),이왕재
대학원논문연구,장자준
대학원논문연구,채종일
대학원논문연구,채인호
대학원논문연구,채동완
대학원논문연구,전종관
대학원논문연구,유영석
대학원논문연구,도상환
대학원논문연구,김규석
의료기기 이해를 위한 공학개론,박광석
방사선생물학,김민정
중독학,김규석
고급복부영상의학,김정훈
마취와 자율신경계 2,황진영
의학입문자를 위한 우리몸의 구조이해,천정은
종양분자나노영상치료개론,이동수
내분비질환분자병인특강,박영주
신경이과학,오승하
멜라닌세포생물학,박경찬
세포치료제의 제조 및 품질관리,박경운
종양영상의학,윤창진
노인신경학입문,김상윤
뇌연구의 역사,이상건
알레르기학,조상헌
말초혈관외과학개관,민승기
여성생식생리학,서창석
신생아학,김한석
내시경적비뇨기과학,백재승
응용호흡생리학,김진태
방사선생물학특론(세포) 1,김일한
방사선화학병용요법,김학재
부인종양분자생물학,서창석
핵의학영상진단연구,천기정
두경부종양,권성택
종양생물학의 최신동향  II,임석아
"신약평가,허가및관리제도",장인진
약물이상반응과 과민반응,정재용
방사선융합의생명과학개론,김종효
방사선과학개론,예성준
이온통로와 인체질환,서인석
인체질환과 후성유전체학,전양숙
신경생물리학,이석호
세포분자생리학세미나,전주홍
심혈관과 호흡기생리학,김성준
신경과학입문 II,장성호
의료정보학기초와 응용,최진욱
의료정보학연구방법론,김홍기
의학통계추론,박현애
지역사회간호학 1,윤순녕
건강교육과 상담,이인숙
병태생리학,오희선
약물기전과 효과,정은하
재활간호학및실습,정성희
간호정보학및실습,박현애
간호연구개론,방경숙
간호특론,박연환
가족건강간호 및 실습,윤순녕
학교보건간호 및 실습,윤재희
아동양육에 관한 횡문화적 접근,채선미
아동간호이론과연구 1,방경숙
임산부의생리적적응,정재원
종양간호세미나,이명선
여성의 성건강세미나,정재원
노인복지와 간호,송미순
고급 중환자간호 및 실습,고진강
병원재가노인간호실습,Sunghee H Tak
종양치료의 원리와 실제 2,이명선
환자안전과 질관리,이남주
대학원논문연구,윤순녕
천연물생체기능론특수연구,이상국
천연물 생물물리학,박성혁
치열 발육 연구론,양일형
치의학특강,임원희
분자세포생물학 2,조재진
신경생물학원론 2,최세영
치과용고분자물성계측학입문,이인복
치학연구방법론,이상훈
심층면역학,한승현
종양기질생물학,홍성두
두경부염증과창상치유론,홍성두
세포외기질생물학,이장희
대학원논문연구,이재봉
고급구강보건통계학,김현덕
치아재생재료학,양형철
구강보건교육방법론,진보형
지역사회구강보건사업개발론,김현덕
노인구강보건학,한동헌
고급보철치료계획,김성균
신경교세포학,이성중
칼슘신호의 이해,박경표
악관절기능구조및장애론,황순정
치근단병인론,백승호
최신소아치과학,이상훈
악안면매식학,명훈
악안면미세수술학,이종호
임상법치의학,이정윤
악운동묘사법,정진우
가공의치학특수연구,한중석
치주조직재생유도술,류인철
부비동진단영상학,최순철
임플랜트영상학,이삼선
소아치과마취,김현정
세포유전학특강,우경미
치주성형수술,구영
대학원 논문연구,최영님
구강조직 재생과 치유,이장희
병의원 경영의 실제,김명기
치과마취과학 임상실습,김현정
인체의 구조와 기능 2,오석배
임상치의학입문 2,이삼선
악골과 경조직,김현만
치주조직과 치주질환,이용무
치과마취의 이해 2,김현정
임상구강악안면병리학,홍성두
임상두경부 해부학,이승표
임상치과보존학,금기연
임상치과약물치료학,백정화
치과보존학임상실습 2,금기연
논문연구,홍삼표
임상증례연구,홍성두
국제통상연습 1,안미영
국제통상연습 2,신원규
국제통상세미나 2,김중수
국제협력연습 2,김태균
국제인권과 난민문제의 이해,김태균
한미관계사연구,채리아
지역연구프로젝트 2,유준구
지역통화금융통합연구,이영섭
동아시아국제관계의 이해,박철희
동아시아시민사회의 이해,한영혜
지역연구프로젝트 3,송지연
한국학연구 프로젝트 1,권태억
미분방정식,문명인
선형대수학,변동호
선형대수학,David Donghoon Hyeon
선형대수학,Raphael Ponge
해석개론,이상혁
현대대수학 2,김영훈
미분기하학개론 2,최재경
위상수학개론 2,김상현
호몰로지대수,이인석
기초의학통계학 및 실험,임화경
열과 통계물리,홍성철
양자물리 2,정현석
중급물리실험 2,최석봉
핵과기본입자,양운기
유체역학,Kwang Yul Kim
지역사회보건실습,유승현
보건인구학방법론,심은영
기후변화와 건강특론,김호
"보건의료 질, 성과, 테크놀로지",김홍수
"국가, 시장, 의료전문직",최문희
바이오인포매틱스 개론,손현석
바이오인포매틱스 원론,손현석
환경영향평가특론,이기영
환경보건학을 위한 분자독성학,김성균
신경해부학 및 실험,이동섭
공공인턴십,노경수
특강,김희집
특강,김종두
특강,김유심
특강,이석원
국가와행정,최태현
행정과 민주주의,김병섭
비용편익분석,김봉환
통상정책,홍석빈
모의재판,이준상
법경제학,송옥렬
법사상사,홍기원
민법2,김재형
영미사법,Benjamin F. Hughes
보험법,한기정
법인세와 주주과세,이창희
검찰실무1,서정민
형사재판실무,이원중
영미형사법,조국
국제상사중재,윤병철
동아시아국제법,이근관
비교경제법,이봉의
임상법학2,박영아
임상법학2,양동수
임상법학2,김용혁
임상법학2,한연규
계획법,정희남
대기관리,김정욱
도시계획과 설계,Lee Seog Jeong
지속가능교통론,김태형
도시 및 환경정책세미나,김태형
과학기술과 환경·에너지,김하나
생태과정과 디자인 워크샵,성종상
정원 설계,정욱주
주거환경계획론,최명철
한국어와 한국문화 2,김창섭
한국어와 한국문화 2,박진호
주제탐구세미나 2,전주홍
주제탐구세미나 2,김용대
주제탐구세미나 2,민경환
주제탐구세미나 3,Eli Park Sorensen
주제탐구세미나 4,임소연
고전탐구세미나 2,Eli Park Sorensen
독서세미나-고전에 길을 묻다,오수창
독서세미나-고전에 길을 묻다,김훈기
동아시아 사회변동 현장연구,서이종
종합실무연습,김종보
글로벌 농생명 산업의 이론과 실제,임정빈
글쓰기의 기초,김홍백
글쓰기의 기초,장성규
초급한문 1,신원철
대학영어 1,한미야
초급스페인어 2,정동희
수학 및 연습 1,권훈
수학 및 연습 2,박광순
통계학,채민우
통계학실험,김민조
물리학 1,이탁희
물리학실험 1,이탁희
인물로 본 한국사,김경래
남북분단과 한국전쟁,오제연
역사와 영화,박용진
서양철학의 이해,이윤철
국제정치학입문,이택선
수영 1(평영),김한범
체력단련,류윤지
도예의 기초,최순아
도예의 기초,박서연
소묘의 기초,김제민
소묘의 기초,김호준
사회봉사 1,강상경
사회봉사 3,오승원
학생자율연구 1,이경수
학생자율연구 1,우종학
학생자율연구 1,이정엽
학생자율연구 1,김재형
학생자율연구 1,이철수
학생자율연구 1,이성훈
서양현대철학특강,주성호
경제원론 1,한동욱
사회통계,권오정
거시경제이론,한동욱
경영학원론,소경언
경영학원론,박종욱
조직행위론,정구혁
조직행위론,김석영
마케팅관리,차문경
마케팅관리,이청림
국제경영,노태우
국제경영,소경언
경영정보론,박철우
생명과학연구실습 3,노유선
CAD실습,김고운
디지털 포렌식 실습,박상준
디지털 포렌식 특강,박상준
교육철학 및 교육사,이상무
교육사회,
교육방법 및 교육공학,홍미영
스포츠개발론,김기한
국제협력연습 1,김태균
지역연구연습,안덕근
선형대수학,김형준
특강,구민교
특강,김용환
비교헌법론,Marion Albers
미국계약법,Albert H. Choi
고전으로 읽는 인문학 1 - 인간과 사랑,오순희
고전으로 읽는 인문학 2 - 개인과 세계,민은경
임상인지신경과학 세미나 I,김기웅
유토피아/디스토피아,한신갑
국제 비교 고용관계 세미나,권현지
글로벌 지역연구 방법론,박수진
미디어인터페이스 입문,김준
기업리스크와 보험,박소정
재무연구방법론,윤선흠
수리과학졸업논문지도,김도한
수리과학졸업논문지도,강명주
현대화학세미나,이철범
생명과학전공실험1,허원기
생명과학전공실험1,최희정
생명과학전공실험1,황덕수
신경과학 연구 세미나,이승복
특수기능복특론 실험기기분석,박준희
논리설계,권태경
생식세포유전학특강,한재용
고급수의분자세포생물학,한호재
서양근현대미술사,강영주
현대미술의 쟁점 1,임대근
통합창의디자인스튜디오,김승민
통합창의디자인세미나,최정민
무대연기,나현민
현대정치사상연구,박임희
중개의학개론,박도준
소아청소년스포츠손상,유원준
시스템의학입문,박수경
인체생리학분자생물학개론,Yin Hua Zhang
임상의학문헌의 체계적고찰과 메타분석,한서경
간호임상생리학,최스미
역학실습세미나 2: 적용,성주헌
통계실습세미나 1: 사례연구,원성호
기후변화적응: 이론과 실제,유정민
영어영문학주제연구 1,이종숙
영어영문학주제연구 2,유명숙
혁신적 공학 종합설계 1,김종원
혁신적 공학 종합설계 1,박우진
프로젝트설계,박보영
프로젝트설계,임정준
과학과 윤리,오목훈
프로젝트학습 2,Yu Frank Hong
프로젝트학습 2,박보영
프로젝트학습 2,임정준
비교회사법,Daniel William Puchniak
대학생을 위한 지식재산권개요,김미경
의학에서의 위대한 발견,엄융의
고급생체전기정보공학,김성준
소셜컴퓨팅,서봉원
